,Commodity,price,price_units,price_info,Year,price_desc
664,Titanium and Titanium Dioxide,2900.0,dt,Dioxide,2021,"Titanium dioxide pigment: Price, dollars per metric ton. Landed duty-paid value based on U.S. imports for consumption. Data are estimated for the most recent year."
665,Tungsten,245,dt,WO3,2017,"Price, concentrate: Average U.S. spot market, dollars per metric ton unit of tungsten trioxide. A metric ton unit of tungsten trioxide contains 7.93 kilograms of tungsten."
666,Tungsten,326,dt,WO3,2018,"Price, concentrate: Average U.S. spot market, dollars per metric ton unit of tungsten trioxide. A metric ton unit of tungsten trioxide contains 7.93 kilograms of tungsten."
667,Tungsten,270,dt,WO3,2019,"Price, concentrate: Average U.S. spot market, dollars per metric ton unit of tungsten trioxide. A metric ton unit of tungsten trioxide contains 7.93 kilograms of tungsten."
668,Tungsten,270,dt,WO3,2020,"Price, concentrate: Average U.S. spot market, dollars per metric ton unit of tungsten trioxide. A metric ton unit of tungsten trioxide contains 7.93 kilograms of tungsten."
669,Tungsten,270,dt,WO3,2021,"Price, concentrate: Average U.S. spot market, dollars per metric ton unit of tungsten trioxide. A metric ton unit of tungsten trioxide contains 7.93 kilograms of tungsten."
670,Vermiculite,,dt,Range,2017,"Price: Range of value, concentrate, ex-plant, dollars per ton. Data are estimated for the most recent year."
671,Vermiculite,,dt,Range,2018,"Price: Range of value, concentrate, ex-plant, dollars per ton. Data are estimated for the most recent year."
672,Vermiculite,nan,dt,Range,2019,"Price: Range of value, concentrate, ex-plant, dollars per ton. Data are estimated for the most recent year."
673,Vermiculite,nan,dt,Range,2020,"Price: Range of value, concentrate, ex-plant, dollars per ton. Data are estimated for the most recent year."
674,Vermiculite,nan,dt,Range,2021,"Price: Range of value, concentrate, ex-plant, dollars per ton. Data are estimated for the most recent year."
675,Yttrium,3,dkg,Y2O3,2017,"Price: Yttrium oxide, minimum 99.999% purity, average, dollars per kilogram. Free on board China. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
676,Yttrium,3,dkg,Y2O3,2018,"Price: Yttrium oxide, minimum 99.999% purity, average, dollars per kilogram. Free on board China. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
677,Yttrium,3,dkg,Y2O3,2019,"Price: Yttrium oxide, minimum 99.999% purity, average, dollars per kilogram. Free on board China. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
678,Yttrium,3,dkg,Y2O3,2020,"Price: Yttrium oxide, minimum 99.999% purity, average, dollars per kilogram. Free on board China. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
679,Yttrium,5,dkg,Y2O3,2021,"Price: Yttrium oxide, minimum 99.999% purity, average, dollars per kilogram. Free on board China. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
680,Yttrium,35,dkg,Metal,2017,"Price: Yttrium metal, minimum 99.9% purity, average, dollars per kilogram. Free on board China. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
681,Yttrium,36,dkg,Metal,2018,"Price: Yttrium metal, minimum 99.9% purity, average, dollars per kilogram. Free on board China. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
682,Yttrium,34,dkg,Metal,2019,"Price: Yttrium metal, minimum 99.9% purity, average, dollars per kilogram. Free on board China. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
683,Yttrium,34,dkg,Metal,2020,"Price: Yttrium metal, minimum 99.9% purity, average, dollars per kilogram. Free on board China. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
684,Yttrium,38,dkg,Metal,2021,"Price: Yttrium metal, minimum 99.9% purity, average, dollars per kilogram. Free on board China. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
685,Zeolites (Natural),,dt,Range,2017,"Price: Range of value, dollars per ton. Range of ex-works mine and mill unit values for individual natural zeolite operations, based on data reported by U.S. producers and U.S. Geological Survey estimates. Average unit values per ton for the past 5 years were $140 in 2017, and an estimated $125 in 2018, 2019, 2020, and 2021. Prices vary with the percentage of zeolite present in the product, the chemical and physical properties of the zeolite mineral(s), particle size, surface modification and (or) activation, and end use. Data are estimated for the most recent year."
686,Zeolites (Natural),,dt,Range,2018,"Price: Range of value, dollars per ton. Range of ex-works mine and mill unit values for individual natural zeolite operations, based on data reported by U.S. producers and U.S. Geological Survey estimates. Average unit values per ton for the past 5 years were $140 in 2017, and an estimated $125 in 2018, 2019, 2020, and 2021. Prices vary with the percentage of zeolite present in the product, the chemical and physical properties of the zeolite mineral(s), particle size, surface modification and (or) activation, and end use. Data are estimated for the most recent year."
687,Zeolites (Natural),,dt,Range,2019,"Price: Range of value, dollars per ton. Range of ex-works mine and mill unit values for individual natural zeolite operations, based on data reported by U.S. producers and U.S. Geological Survey estimates. Average unit values per ton for the past 5 years were $140 in 2017, and an estimated $125 in 2018, 2019, 2020, and 2021. Prices vary with the percentage of zeolite present in the product, the chemical and physical properties of the zeolite mineral(s), particle size, surface modification and (or) activation, and end use. Data are estimated for the most recent year."
688,Zeolites (Natural),,dt,Range,2020,"Price: Range of value, dollars per ton. Range of ex-works mine and mill unit values for individual natural zeolite operations, based on data reported by U.S. producers and U.S. Geological Survey estimates. Average unit values per ton for the past 5 years were $140 in 2017, and an estimated $125 in 2018, 2019, 2020, and 2021. Prices vary with the percentage of zeolite present in the product, the chemical and physical properties of the zeolite mineral(s), particle size, surface modification and (or) activation, and end use. Data are estimated for the most recent year."
689,Zeolites (Natural),,dt,Range,2021,"Price: Range of value, dollars per ton. Range of ex-works mine and mill unit values for individual natural zeolite operations, based on data reported by U.S. producers and U.S. Geological Survey estimates. Average unit values per ton for the past 5 years were $140 in 2017, and an estimated $125 in 2018, 2019, 2020, and 2021. Prices vary with the percentage of zeolite present in the product, the chemical and physical properties of the zeolite mineral(s), particle size, surface modification and (or) activation, and end use. Data are estimated for the most recent year."
690,Zinc,139.3,ctslb,,2017,"Price, average, cents per pound: North American. Source: S&P Global Platts Metals Week, North American Special High Grade (SHG) zinc; based on the LME cash price plus premium. Data are estimated for the most recent year."
691,Zinc,141.0,ctslb,,2018,"Price, average, cents per pound: North American. Source: S&P Global Platts Metals Week, North American Special High Grade (SHG) zinc; based on the LME cash price plus premium. Data are estimated for the most recent year."
692,Zinc,124.1,ctslb,,2019,"Price, average, cents per pound: North American. Source: S&P Global Platts Metals Week, North American Special High Grade (SHG) zinc; based on the LME cash price plus premium. Data are estimated for the most recent year."
693,Zinc,110.8,ctslb,,2020,"Price, average, cents per pound: North American. Source: S&P Global Platts Metals Week, North American Special High Grade (SHG) zinc; based on the LME cash price plus premium. Data are estimated for the most recent year."
694,Zinc,145.0,ctslb,,2021,"Price, average, cents per pound: North American. Source: S&P Global Platts Metals Week, North American Special High Grade (SHG) zinc; based on the LME cash price plus premium. Data are estimated for the most recent year."
695,Zinc,131.2,ctslb,LME,2017,"Price, average, cents per pound: London Metal Exchange (LME), cash. Data are estimated for the most recent year."
696,Zinc,132.7,ctslb,LME,2018,"Price, average, cents per pound: London Metal Exchange (LME), cash. Data are estimated for the most recent year."
697,Zinc,115.6,ctslb,LME,2019,"Price, average, cents per pound: London Metal Exchange (LME), cash. Data are estimated for the most recent year."
698,Zinc,102.7,ctslb,LME,2020,"Price, average, cents per pound: London Metal Exchange (LME), cash. Data are estimated for the most recent year."
699,Zinc,136.0,ctslb,LME,2021,"Price, average, cents per pound: London Metal Exchange (LME), cash. Data are estimated for the most recent year."
700,Zirconium and Hafnium,975.0,dt,Zircon_AU,2017,"Price: Zircon, dollars per metric ton (gross weight): Australia, free on board. Source: Industrial Minerals, average of yearend price. Prices of zircon from Australia were discontinued at yearend 2017. Data are estimated for the most recent year."
701,Zirconium and Hafnium,nan,dt,Zircon_AU,2018,"Price: Zircon, dollars per metric ton (gross weight): Australia, free on board. Source: Industrial Minerals, average of yearend price. Prices of zircon from Australia were discontinued at yearend 2017. Data are estimated for the most recent year."
702,Zirconium and Hafnium,nan,dt,Zircon_AU,2019,"Price: Zircon, dollars per metric ton (gross weight): Australia, free on board. Source: Industrial Minerals, average of yearend price. Prices of zircon from Australia were discontinued at yearend 2017. Data are estimated for the most recent year."
703,Zirconium and Hafnium,nan,dt,Zircon_AU,2020,"Price: Zircon, dollars per metric ton (gross weight): Australia, free on board. Source: Industrial Minerals, average of yearend price. Prices of zircon from Australia were discontinued at yearend 2017. Data are estimated for the most recent year."
704,Zirconium and Hafnium,nan,dt,Zircon_AU,2021,"Price: Zircon, dollars per metric ton (gross weight): Australia, free on board. Source: Industrial Minerals, average of yearend price. Prices of zircon from Australia were discontinued at yearend 2017. Data are estimated for the most recent year."
705,Zirconium and Hafnium,1295.0,dt,Zircon_CN,2017,"Price: Zircon, dollars per metric ton (gross weight): China, cost, insurance, and freight. Source: Argus Media group—Argus Metals International, average of yearend price. Data are estimated for the most recent year."
706,Zirconium and Hafnium,1625.0,dt,Zircon_CN,2018,"Price: Zircon, dollars per metric ton (gross weight): China, cost, insurance, and freight. Source: Argus Media group—Argus Metals International, average of yearend price. Data are estimated for the most recent year."
707,Zirconium and Hafnium,1585.0,dt,Zircon_CN,2019,"Price: Zircon, dollars per metric ton (gross weight): China, cost, insurance, and freight. Source: Argus Media group—Argus Metals International, average of yearend price. Data are estimated for the most recent year."
708,Zirconium and Hafnium,1415.0,dt,Zircon_CN,2020,"Price: Zircon, dollars per metric ton (gross weight): China, cost, insurance, and freight. Source: Argus Media group—Argus Metals International, average of yearend price. Data are estimated for the most recent year."
709,Zirconium and Hafnium,1780.0,dt,Zircon_CN,2021,"Price: Zircon, dollars per metric ton (gross weight): China, cost, insurance, and freight. Source: Argus Media group—Argus Metals International, average of yearend price. Data are estimated for the most recent year."
710,Zirconium and Hafnium,916.0,dkg,Zircon_import,2017,"Price: Zircon, dollars per metric ton (gross weight):  Imported. Unit value based on annual United States imports for consumption from Australia, Senegal, and South Africa. Data are estimated for the most recent year."
711,Zirconium and Hafnium,1290.0,dkg,Zircon_import,2018,"Price: Zircon, dollars per metric ton (gross weight):  Imported. Unit value based on annual United States imports for consumption from Australia, Senegal, and South Africa. Data are estimated for the most recent year."
712,Zirconium and Hafnium,1490.0,dkg,Zircon_import,2019,"Price: Zircon, dollars per metric ton (gross weight):  Imported. Unit value based on annual United States imports for consumption from Australia, Senegal, and South Africa. Data are estimated for the most recent year."
713,Zirconium and Hafnium,1380.0,dkg,Zircon_import,2020,"Price: Zircon, dollars per metric ton (gross weight):  Imported. Unit value based on annual United States imports for consumption from Australia, Senegal, and South Africa. Data are estimated for the most recent year."
714,Zirconium and Hafnium,1340.0,dkg,Zircon_import,2021,"Price: Zircon, dollars per metric ton (gross weight):  Imported. Unit value based on annual United States imports for consumption from Australia, Senegal, and South Africa. Data are estimated for the most recent year."
715,Zirconium and Hafnium,12.0,dkg,Zr_CN,2017,"Price: Zirconium, unwrought, imports, China, dollars per kilogram. Unit value based on annual United States imports for consumption from China. Data are estimated for the most recent year."
716,Zirconium and Hafnium,13.0,dkg,Zr_CN,2018,"Price: Zirconium, unwrought, imports, China, dollars per kilogram. Unit value based on annual United States imports for consumption from China. Data are estimated for the most recent year."
717,Zirconium and Hafnium,14.0,dkg,Zr_CN,2019,"Price: Zirconium, unwrought, imports, China, dollars per kilogram. Unit value based on annual United States imports for consumption from China. Data are estimated for the most recent year."
718,Zirconium and Hafnium,6.0,dkg,Zr_CN,2020,"Price: Zirconium, unwrought, imports, China, dollars per kilogram. Unit value based on annual United States imports for consumption from China. Data are estimated for the most recent year."
719,Zirconium and Hafnium,8.0,dkg,Zr_CN,2021,"Price: Zirconium, unwrought, imports, China, dollars per kilogram. Unit value based on annual United States imports for consumption from China. Data are estimated for the most recent year."
720,Zirconium and Hafnium,900.0,dt,Hf_unwrought,2017,"Price: Hafnium, unwrought, dollars per kilogram. Source: Argus Media group—Argus Metals International, average of yearend price. Data are estimated for the most recent year."
721,Zirconium and Hafnium,840.0,dt,Hf_unwrought,2018,"Price: Hafnium, unwrought, dollars per kilogram. Source: Argus Media group—Argus Metals International, average of yearend price. Data are estimated for the most recent year."
722,Zirconium and Hafnium,780.0,dt,Hf_unwrought,2019,"Price: Hafnium, unwrought, dollars per kilogram. Source: Argus Media group—Argus Metals International, average of yearend price. Data are estimated for the most recent year."
723,Zirconium and Hafnium,750.0,dt,Hf_unwrought,2020,"Price: Hafnium, unwrought, dollars per kilogram. Source: Argus Media group—Argus Metals International, average of yearend price. Data are estimated for the most recent year."
724,Zirconium and Hafnium,830.0,dt,Hf_unwrought,2021,"Price: Hafnium, unwrought, dollars per kilogram. Source: Argus Media group—Argus Metals International, average of yearend price. Data are estimated for the most recent year."
